,Caution
17621,"Some medicines can cause unwanted or dangerous effects when used with sildenafil. Tell your doctor about all your current medicines, especially riociguat (Adempas)."
17622,None
17623,None
17624,None
17625,None
17626,None
17627,None
17628,None
17629,You should not use Silenor if you have untreated narrow-angle glaucoma or severe problems with urination.
17630,"Do not use Silfedrine if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
17631,"Some people have thoughts about suicide while taking Siliq. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor, such as mood changes, anxiety, or depression."
17632,None
17633,You should not take silodosin if you have severe kidney or liver disease.
17634,None
17635,"Do not use  Silphen DM if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
17636,"Ask a doctor or pharmacist before using  Siltane if you have health problems or use other medications, or if you are pregnant or breastfeeding."
17637,"Do not use  Siltussin DM if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
17638,"Ask a doctor or pharmacist before using  Siltussin SA if you have health problems or use other medications, or if you are pregnant or breast-feeding."
17639,"You should not use siltuximab if you have a severe infection. Tell your doctor if you have recently had any signs of infection (fever, chills, body aches)."
17640,None
17641,Silvadene may cause serious medical problems in a newborn if you use  Silvadene during late pregnancy (close to your delivery date). This medicine should also not be used on premature babies or any child younger than 2 months old.
17642,None
17643,None
17644,None
17645,None
17646,None
17647,None
17648,None
17649,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
17650,None
17651,None
17652,None
17653,Silver sulfadiazine topical may cause serious medical problems in a newborn if you use  silver sulfadiazine topical during late pregnancy (close to your delivery date). This medicine should also not be used on premature babies or any child younger than 2 months old.
17654,None
17655,None
17656,Never use more than the recommended dose of simethicone.
17657,None
17658,Never use more than the recommended dose of simethicone.
17659,None
17660,None
17661,None
17662,None
17663,None
17664,None
17665,Do not use birth control pills if you are pregnant or if you have recently had a baby.
17666,None
17667,None
17668,None
17669,"Use  Simply Sleep exactly as directed. Taking too much Simply Sleep can lead to serious heart problems, seizures, coma, or death."
17670,None
17671,You should not use Simponi if you are also using abatacept or anakinra.
17672,None
17673,"MISUSE OF  Simuc-HD CAN CAUSE ADDICTION, OVERDOSE, OR DEATH. Keep the medication in a place where others cannot get to it."
17674,You should not use Simulect if you are allergic to it.
17675,None
17676,None
17677,None
17678,None
17679,None
17680,None
17681,None
17682,Sinarest Nasal (for the nose) is used for temporary relief of nasal congestion caused by allergies or the common cold.
17683,"Ask a doctor before taking medicine that contains acetaminophen if you have ever had liver disease, or if you drink more than 3 alcoholic beverages per day."
17684,You should not receive sincalide if you have a blockage in your intestines.
17685,None
17686,None
17687,None
17688,None
17689,None
17690,You should not use Sinemet if you have narrow-angle glaucoma.
17691,None
17692,None
17693,None
17694,None
17695,None
17696,None
17697,You should not use Sinemet CR if you have narrow-angle glaucoma.
17698,None
17699,None
17700,"Ask a doctor before taking medicine that contains acetaminophen if you have ever had liver disease, or if you drink more than 3 alcoholic beverages per day."
17701,None
17702,None
17703,None
17704,Sinex Long-Acting (for the nose) is used for temporary relief of nasal congestion caused by allergies or the common cold.
17705,"Do not use  Sinex Nasal Spray if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
17706,"Some people using Singulair have had new or worsening mental problems. Stop taking montelukast and call your doctor right away if you have any unusual changes in mood or behavior (such as anger, aggression, confusion, sleep problems, compulsive behaviors, hallucinations, or suicidal thoughts or actions)."
17707,None
17708,None
17709,None
17710,None
17711,None
17712,"Do not use  Sinus & Allergy PE if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
17713,"Do not use  Sinus Congestion and Pain Daytime Cool Ice if you have taken an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, phenelzine, rasagiline, selegiline, and tranylcypromine."
17714,None
17715,"Do not use  Sinus Pain & Pressure if you have taken an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, phenelzine, rasagiline, selegiline, and tranylcypromine."
17716,"Do not use this medicine if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
17717,Do not give this medication to a child younger than 4 years old. Always ask a doctor before giving a cough or cold medicine to a child. Death can occur from the misuse of cough and cold medicines in very young children.
17718,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
17719,"You should not use siponimod if you have a serious heart condition such as ""AV block,"" sick sinus syndrome and no pacemaker, or if you've recently had heart block, heart failure, a heart rhythm disorder, chest pain, heart attack, or stroke."
17720,"Before receiving sipuleucel-T tell your doctor about all your medical conditions or allergies, all medicines you use, and if you are pregnant or breastfeeding."
17721,None
17722,You should not use sirolimus if you have ever had a lung transplant or liver transplant.
17723,None
17724,None
17725,"Sirturo can cause serious and sometimes fatal side effects. This medicine should be used only if you have no other treatment options. Use only the prescribed dose of this medication, and follow all patient instructions for safe use."
17726,None
17727,"Call your doctor if you have symptoms of heart failure--shortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain."
17728,None
17729,None
17730,None
17731,None
17732,None
17733,None
17734,"Sivextro should only be used to treat bacterial infections. Tedizolid does not treat viral infections (e.g., the common cold)."
17735,None
17736,None
17737,None
17738,None
17739,None
17740,None
17741,None
17742,None
17743,None
17744,None
17745,None
17746,None
17747,None
17748,None
17749,None
17750,None
17751,None
17752,None
17753,"Skyrizi affects your immune system. You may get infections more easily. Call your doctor if you have symptoms such as fever, chills, cough, trouble breathing, diarrhea, burning when you urinate, weight loss, or skin sores on your body (different from psoriasis)."
17754,None
17755,None
17756,None
17757,None
17758,"Use  Sleepinal exactly as directed. Taking too much Sleepinal can lead to serious heart problems, seizures, coma, or death."
17759,"Follow all directions on the product label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
17760,"Do not use  Sloan's Liniment if you are allergic to chili peppers, or if you have ever had an allergic reaction to Sloan's Liniment."
17761,"You should not take Slo-Niacin if you have severe liver disease, a stomach ulcer, or active bleeding."
17762,"Ask a doctor or pharmacist if it is safe for you to take this medication if you have iron overload syndrome, hemolytic anemia (a lack of red blood cells), porphyria (a genetic enzyme disorder that causes symptoms affecting the skin or nervous system), thalassemia (a genetic disorder of red blood cells), if you are an alcoholic, or if you receive regular blood transfusions."
17763,None
17764,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
17765,"Ask a doctor or pharmacist if it is safe for you to take this medication if you have iron overload syndrome, hemolytic anemia (a lack of red blood cells), porphyria (a genetic enzyme disorder that causes symptoms affecting the skin or nervous system), thalassemia (a genetic disorder of red blood cells), if you are an alcoholic, or if you receive regular blood transfusions."
17766,"Drospirenone increase potassium levels in your blood. You should not take Slynd if you have kidney, liver or adrenal disease because this could cause serious heart problems as well as other health problems. Other medicines may also increase potassium levels in your blood. If you are currently on daily, long-term treatment for a chronic health condition with any of the medicines listed below, talk to your healthcare provider about whether Slynd is right for you. If you take any of the medicines listed below for a chronic health condition you should have a blood test to check the potassium level in your blood before you start taking this medicine and during the first month that you take Slynd:"
17767,None
17768,None
17769,None
17770,None
17771,None
17772,None
17773,None
17774,None
17775,"Smart Sense Children's Ibuprofen can increase your risk of fatal heart attack or stroke, especially if you use it long term or take high doses, or if you have heart disease. Do not use this medicine just before or after heart bypass surgery (coronary artery bypass graft, or CABG)."
17776,None
17777,None
17778,None
17779,None
17780,None
17781,None
17782,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
17783,None
17784,None
17785,None
17786,"Ask a doctor or pharmacist before taking  sodium bicarbonate if you are on a low-salt diet, or if you have high blood pressure."
17787,None
17788,None
17789,None
17790,None
17791,None
17792,"You should not use  sodium biphosphate and sodium phosphate if you have kidney disease, a bowel obstruction, a perforated bowel, colitis or toxic megacolon, or a history of gastric bypass surgery or stomach stapling."
17793,"You should not use  sodium biphosphate and sodium phosphate without a doctor's advice if you have kidney disease, heart problems, or constipation with stomach cramps, nausea, or vomiting."
17794,None
17795,None
17796,None
17797,None
17798,None
17799,None
17800,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
17801,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
17802,"Before you use sodium chloride, tell your doctor about all your medical conditions and allergies. Also make sure your doctor knows if you are pregnant or breast-feeding. In some cases, you may not be able to use sodium chloride, or you may need to adjust your dose or take special precautions."
17803,None
17804,None
17805,None
17806,None
17807,None
17808,None
17809,None
17810,None
17811,None
17812,None
17813,None
17814,None
17815,None
17816,None
17817,Follow all directions on the product label and package. Ask a doctor or pharmacist if you have questions.
17818,None
17819,None
17820,"You should not take sodium chloride if you have ever had an allergic reaction to it, or if you have high sodium levels in your blood."
17821,None
17822,None
17823,None
17824,None
17825,None
17826,None
17827,None
17828,None
17829,None
17830,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
17831,None
17832,None
17833,None
17834,None
17835,None
17836,None
17837,None
17838,None
17839,None
17840,None
17841,None
17842,None
17843,None
17844,None
17845,None
17846,You should not receive a sodium hyaluronate injection if you have an infection in your knee or in the skin around your knee.
17847,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
17848,None
17849,None
17850,You should not use sodium hypochlorite topical if you are sensitive to chlorine products (such as bleach).
17851,None
17852,None
17853,None
17854,None
17855,None
17856,None
17857,None
17858,None
17859,None
17860,"If possible before you receive sodium nitrite and sodium thiosulfate, tell your caregivers if you have anemia, low blood pressure, or heart disease."
17861,None
17862,None
17863,None
17864,None
17865,None
17866,"Sodium oxybate can slow or stop your breathing, even at regular doses or if you are also taking stimulant medicines."
17867,None
17868,None
17869,None
17870,"Seek emergency medical attention if you notice any signs of ammonia build-up, including mood or behavior changes, memory loss, thinking problems, muscle twitching, back and forth movement of the eyes, vomiting, increasing weakness, slurred speech, seizure (convulsions), and fainting."
17871,None
17872,None
17873,None
17874,None
17875,None
17876,None
17877,None
17878,None
17879,None
17880,None
17881,None
17882,None
17883,None
17884,None
17885,You should not use  sodium polystyrene sulfonate if you have low potassium levels or a bowel obstruction.
17886,None
17887,None
17888,None
17889,None
17890,None
17891,None
17892,None
17893,None
17894,None
17895,None
17896,None
17897,None
17898,None
17899,None
17900,None
17901,None
17902,None
17903,None
17904,None
17905,None
17906,None
17907,None
17908,None
17909,None
17910,None
17911,None
17912,None
17913,"You should not receive  sodium tetradecyl sulfate if you are bedridden due to serious illness, or if you have a blood clot, a bleeding disorder, allergies, cancer, severe blood infection, or any untreated or uncontrolled disease."
17914,None
17915,None
17916,None
17917,None
17918,None
17919,None
17920,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
17921,"If you've ever had hepatitis B, it may become active or get worse while using or after you stop using sofosbuvir. You may need frequent liver function tests for several months."
17922,"If you've ever had hepatitis B, it may become active or get worse while using or after you stop using sofosbuvir. You may need frequent liver function tests for several months."
17923,"If you have ever had hepatitis B, this medicine can cause the condition to come back or get worse. You will need frequent blood tests to check your liver function."
17924,"If you have ever had hepatitis B,  sofosbuvir, velpatasvir, and voxilaprevir can cause the condition to come back or get worse. You will need frequent blood tests to check your liver function."
17925,None
17926,None
17927,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
17928,None
17929,None
17930,None
17931,None
17932,None
17933,None
17934,None
17935,"Solaraze can increase your risk of fatal heart attack or stroke. Do not use this medicine just before or after heart bypass surgery (coronary artery bypass graft, or CABG). This medicine may also cause stomach or intestinal bleeding, which can be fatal."
17936,None
17937,None
17938,None
17939,An overdose of numbing medicine can cause fatal side effects if too much of the medicine is absorbed through your skin.
17940,None
17941,None
17942,None
17943,"You should not receive this medicine if you have: rectal infection or bleeding, rectal fissure, rectal tumor, rectal malformation, rectal prolapse, an abnormal passageway between the rectum and vagina, stenosis (narrowing) of your anal canal, a rectal or anal implant (other than Solesta), congested blood vessels in the anus or rectum, inflammatory bowel disease, a history of radiation to your pelvic area, or a weak immune system."
17944,None
17945,"You should not use  solifenacin if you have untreated or uncontrolled narrow-angle glaucoma, a blockage in your digestive tract (stomach or intestines), or if you are unable to urinate."
17946,None
17947,Stop using Soliqua and call your doctor at once if you have nausea and vomiting with severe pain in your upper stomach spreading to your back.
17948,None
17949,You should not use Soliris if you have bacterial meningitis or if you have not been vaccinated against meningitis.
17950,None
17951,Do not use Solodyn if you are pregnant. It could harm the unborn baby or cause permanent tooth discoloration later in life.
17952,You should not breast-feed while using Solosec and for at least 4 days after your last dose.
17953,None
17954,None
17955,"Do not use  solriamfetol if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
17956,"You should not use Soltamox to reduce your risk of breast cancer if you are also taking a blood thinner such as warfarin (Coumadin, Jantoven)."
17957,None
17958,"Benzoyl peroxide can cause a rare but serious allergic reaction or severe skin irritation. Stop using  SoluCLENZ Rx and get emergency medical help if you have: hives, itching; difficult breathing, feeling light-headed; or swelling of your face, lips, tongue, or throat."
17959,None
17960,You should not use Solu-CORTEF if you have a fungal infection anywhere in your body.
17961,None
17962,You may not be able to receive a Solu-MEDROL if you have a fungal infection.
17963,You should not use  Solurex if you have a fungal infection anywhere in your body.
17964,You should not use  Solurex LA if you have a fungal infection anywhere in your body.
17965,You should not take Soma if you have porphyria (a genetic enzyme disorder that causes symptoms affecting the skin or nervous system) or are allergic to carisoprodol or meprobamate.
17966,"Carisoprodol may be habit-forming. Misuse of habit-forming medicine can cause addiction, overdose, or death. Selling or giving away  Soma Compound is against the law."
17967,None
17968,None
17969,"You should not use somatropin if you have cancer, diabetic retinopathy, or if you are being treated for Prader-Willi syndrome and you are overweight or have severe breathing problems. You should not use somatropin if you have a serious illness due to lung failure or complications from recent surgery, injury, or medical trauma."
17970,None
17971,None
17972,None
17973,None
17974,None
17975,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
17976,None
17977,None
17978,None
17979,None
17980,"Use  Sominex exactly as directed. Taking too much Sominex can lead to serious heart problems, seizures, coma, or death."
17981,None
17982,None
17983,None
17984,"Sonata may cause a severe allergic reaction. Stop taking this medicine and get emergency medical help if you have any of these signs of an allergic reaction: hives; difficulty breathing; swelling of your face, lips, tongue, or throat."
17985,Sonidegib can cause severe birth defects or stillbirth if the mother or father is taking  sonidegib at the time of conception or during pregnancy. Both men and women using this medicine should use effective birth control to prevent pregnancy.
17986,None
17987,None
17988,None
17989,You should not use an Soothe to treat or prevent an eye infection.
17990,"You should not use  Soothe Caplets if you have bleeding problems, a stomach ulcer, blood in your stools, or if you are allergic to aspirin or other salicylates."
17991,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
17992,None
17993,None
17994,None
17995,None
17996,None
17997,None
17998,None
17999,None
18000,None
18001,None
18002,You should not use sorafenib if you have squamous cell lung cancer and you are being treated with carboplatin and paclitaxel.
18003,None
18004,None
18005,None
18006,"A laxative may be habit forming and should be used only until your bowel habits return to normal. Never share sorbitol with another person, especially someone with a history of eating disorder. Keep the medication in a place where others cannot get to it."
18007,None
18008,None
18009,None
18010,Soriatane can cause severe birth defects. Do not use this medicine if you are pregnant or if you might become pregnant within 3 years after you stop taking  Soriatane.
18011,None
18012,None
18013,None
18014,"You should not use sotalol if you have asthma, low potassium, or a serious heart condition such as severe heart failure, long QT syndrome, slow heartbeats that have caused you to faint, ""sick sinus syndrome"" or ""AV block"" (unless you have a pacemaker)."
18015,None
18016,None
18017,None
18018,None
18019,"You should not receive  Sotradecol if you are bedridden due to serious illness, or if you have a blood clot, a bleeding disorder, allergies, cancer, severe blood infection, or any untreated or uncontrolled disease."
18020,Sotret in just a single dose can cause severe birth defects or death of a baby. Never use  Sotret if you are pregnant or may become pregnant.
18021,None
18022,None
18023,None
18024,"If you've ever had hepatitis B, it may become active or get worse while using or after you stop using Sovaldi. You may need frequent liver function tests for several months."
18025,None
18026,Not all uses for Span C have been approved by the FDA. This medicine should not be used in place of medication prescribed for you by your doctor.
18027,None
18028,None
18029,None
18030,None
18031,None
18032,None
18033,None
18034,None
18035,"You should not take Spectracef if you are allergic to milk protein (not lactose intolerance), or if you have a carnitine deficiency (a lack of a certain chemical in the body)."
18036,None
18037,"Chlorhexidine can cause a rare but serious allergic reaction that may be life-threatening. Get emergency medical help if you have: hives, severe skin rash; wheezing, difficult breathing; cold sweats, severe dizziness; swelling of your face, lips, tongue, or throat."
18038,None
18039,None
18040,None
18041,None
18042,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
18043,None
18044,None
18045,None
18046,Call your doctor for instructions if you miss an appointment for your Spinraza.
18047,None
18048,A Spiriva capsule is for use only in the HandiHaler device. Do not take the capsule by mouth. Use only one capsule at a time.
18049,None
18050,A tiotropium capsule is for use only in the HandiHaler device. Do not take the capsule by mouth. Use only one capsule at a time.
18051,"You should use spironolactone with caution if you have kidney problems, high levels of potassium in your blood, Addison's disease, if you are unable to urinate, or if you are also taking eplerenone."
18052,None
18053,None
18054,None
18055,None
18056,None
18057,You should not take Sporanox if you have ever had heart failure.
18058,None
18059,None
18060,None
18061,None
18062,You should not take  Sporanox PulsePak if you have ever had heart failure.
18063,None
18064,"Spravato can cause severe drowsiness, or feelings of being disconnected from your body or thoughts or surroundings. Spravato is used only in a healthcare setting where you can be watched closely for at least 2 hours after each dose."
18065,None
18066,None
18067,None
18068,Do not use birth control pills if you are pregnant or if you have recently had a baby.
18069,None
18070,Some people have thoughts about suicide when first taking this medicine. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor.
18071,"You should not use Sprix if you have severe kidney disease, a bleeding or blood clotting disorder, bleeding in your brain, a stomach ulcer or history of stomach bleeding, or if you have ever had a severe allergic reaction after taking aspirin or an NSAID. Do not use Sprix Nasal Spray for longer than 5 days."
18072,None
18073,Sprycel is a cancer medication that slows the growth and spread of cancer cells in the body.
18074,None
18075,None
18076,SSD may cause serious medical problems in a newborn if you use  SSD during late pregnancy (close to your delivery date). This medicine should also not be used on premature babies or any child younger than 2 months old.
18077,None
18078,None
18079,None
18080,None
18081,None
18082,None
18083,None
18084,None
18085,None
18086,None
18087,"MISUSE OF OPIOID MEDICINE CAN CAUSE ADDICTION, OVERDOSE, OR DEATH. Keep the medication in a place where others cannot get to it."
18088,"MISUSE OF OPIOID MEDICINE CAN CAUSE ADDICTION, OVERDOSE, OR DEATH. Keep the medication in a place where others cannot get to it."
18089,None
18090,None
18091,None
18092,"Do not use Stahist AD if you have used an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, tranylcypromine, and others."
18093,None
18094,None
18095,None
18096,You should not use  Stalevo 100 if you have narrow-angle glaucoma.
18097,You should not use  Stalevo 125 if you have narrow-angle glaucoma.
18098,You should not use  Stalevo 150 if you have narrow-angle glaucoma.
18099,You should not use  Stalevo 200 if you have narrow-angle glaucoma.
18100,You should not use  Stalevo 50 if you have narrow-angle glaucoma.
18101,You should not use  Stalevo 75 if you have narrow-angle glaucoma.
18102,You should not receive a booster vaccine if you had a life threatening allergic reaction after the first shot.
18103,"Aspirin may cause stomach or intestinal bleeding, which can be fatal."
18104,None
18105,None
18106,None
18107,None
18108,None
18109,None
18110,None
18111,None
18112,None
18113,None
18114,None
18115,None
18116,None
18117,None
18118,None
18119,None
18120,None
18121,None
18122,"Do not take  stavudine with didanosine or zidovudine, or with any other medicine that contains stavudine."
18123,None
18124,None
18125,None
18126,Taking Staxyn with certain other medicines can cause a sudden and serious decrease in blood pressure. Do not take vardenafil if you also take riociguat (Adempas) or a nitrate drug such as nitroglycerin.
18127,None
18128,You should not use Steglatro if you have severe kidney disease or if you are on dialysis.
18129,"You should not use Steglujan if you have severe kidney disease, if you are on dialysis, or if you have diabetic ketoacidosis."
18130,"You should not use Stelara if you have received a BCG (Bacillus Calmette and Guérin) vaccine within 1 year prior to, during, or 1 year following treatment."
18131,None
18132,None
18133,None
18134,None
18135,"Taking Stendra with certain other medicines can cause a sudden and serious decrease in blood pressure. Do not take avanafil if you also take riociguat (Adempas) or a nitrate drug such as nitroglycerin, isosorbide dinitrate, or isosorbide mononitrate."
18136,None
18137,None
18138,None
18139,None
18140,None
18141,None
18142,None
18143,None
18144,None
18145,None
18146,None
18147,None
18148,None
18149,None
18150,None
18151,None
18152,None
18153,None
18154,"Limit your intake of water and other fluids. Drinking too much water can cause your body to lose sodium, which may lead to a life-threatening electrolyte imbalance."
18155,None
18156,None
18157,Stiolto Respimat is for use only in people with chronic obstructive pulmonary disease (COPD) and should not be used to treat asthma.
18158,"You should not use  Stiolto Respimat 28 ACT if you are allergic to tiotropium, ipratropium, or olodaterol."
18159,"You should not use  Stiolto Respimat 60 ACT if you are allergic to tiotropium, ipratropium, or olodaterol."
18160,"Stiripentol can cause drowsiness, especially if you also drink alcohol or take other medicines that can make you sleepy. Tell your doctor about all your current medicines and any you start or stop using. Avoid driving or hazardous activity until you know how  stiripentol will affect you."
18161,None
18162,None
18163,"Stivarga can cause serious or life-threatening liver problems. Call your doctor at once if you have nausea, vomiting, sleep problems, dark urine, or jaundice (yellowing of the skin or eyes)."
18164,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
18165,"Many drugs can interact with St. John's wort, and serious drug interactions can occur when certain medicines are used at the same time. Do not take St. John's wort without medical advice if you regularly use other medicines."
18166,None
18167,None
18168,"Use exactly as directed on the label, or as prescribed by your doctor."
18169,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
18170,None
18171,None
18172,None
18173,None
18174,None
18175,None
18176,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
18177,None
18178,None
18179,None
18180,"Streptomycin may cause nerve damage or hearing loss, especially if you have kidney disease or use certain other medicines. Tell your doctor right away if you have severe dizziness, hearing problems, vision problems, balance problems, trouble concentrating, muscle weakness, numbness, or tingling."
18181,None
18182,None
18183,"Streptozocin can harm your liver or kidneys, and may also cause severe vomiting or diarrhea."
18184,None
18185,None
18186,None
18187,"Stribild can harm your liver. Call your doctor at once if you have: upper stomach pain, loss of appetite, dark urine, clay-colored stools, or yellowing of your skin or eyes."
18188,"Stri-Dex can cause a rare but serious allergic reaction or severe skin irritation. Stop using  Stri-Dex and get emergency medical help if you have: hives, itching; difficult breathing, feeling light-headed; or swelling of your face, lips, tongue, or throat."
18189,None
18190,None
18191,None
18192,Striverdi Respimat is for use only in people with chronic obstructive pulmonary disease (COPD) and should not be used to treat asthma. Olodaterol may increase the risk of death or hospitalization in people with asthma
18193,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
18194,None
18195,None
18196,None
18197,None
18198,None
18199,None
18200,None
18201,None
18202,None
18203,None
18204,None
18205,None
18206,None
18207,None
18208,Sublocade is available only in a certified healthcare setting under a special program. You will not be able to give yourself this medicine.
18209,"This medicine can slow or stop your breathing, and may be habit-forming. MISUSE OF THIS MEDICINE CAN CAUSE ADDICTION, OVERDOSE, OR DEATH, especially in a child or other person using the medicine without a prescription."
18210,None
18211,None
18212,None
18213,None
18214,None
18215,None
18216,Subutex sublingual tablets are not for use as a pain medication.
18217,"Subvenite may cause a severe or life-threatening skin rash, especially in children and in people who take a very high starting dose, or those who also take valproic acid (Depakene) or divalproex (Depakote). Seek emergency medical attention if you have a skin rash, hives, blistering, peeling, or sores in your mouth or around your eyes."
18218,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
18219,None
18220,None
18221,None
18222,"This medicine sometimes causes a severe allergic reaction. Get emergency medical help if you have any of these signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat."
18223,"The liquid form of sucralfate should never be injected through a needle into the body, or death may occur."
18224,None
18225,None
18226,None
18227,None
18228,None
18229,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
18230,None
18231,None
18232,None
18233,None
18234,None
18235,"Do not use Sudafed Children's Nasal Decongestant if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
18236,Sudafed OM Sinus Cold (for the nose) is used for temporary relief of nasal congestion caused by allergies or the common cold.
18237,None
18238,"Do not use this medicine if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
18239,"Do not use Sudafed PE Children's Cold & Cough if you have used an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, tranylcypromine, and others."
18240,"Do not use this medicine if you have taken an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, phenelzine, rasagiline, selegiline, and tranylcypromine."
18241,None
18242,None
18243,Do not give this medication to a child younger than 4 years old. Always ask a doctor before giving a cough or cold medicine to a child. Death can occur from the misuse of cough and cold medicines in very young children.
18244,None
18245,None
18246,"Do not use this medicine if you have taken an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, phenelzine, rasagiline, selegiline, and tranylcypromine."
18247,"Do not use this medicine if you have taken an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, phenelzine, rasagiline, selegiline, and tranylcypromine."
18248,"Do not use  Sudafed PE Sinus & Allergy if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
18249,"Do not use  Sudafed PE Sinus Headache if you have taken an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, phenelzine, rasagiline, selegiline, and tranylcypromine."
18250,None
18251,None
18252,"Do not use  Sudafed PSE if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
18253,None
18254,None
18255,None
18256,"Do not use SudoGest if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
18257,None
18258,"Do not use  Sudogest PE if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
18259,"Do not use this medicine if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
18260,None
18261,None
18262,None
18263,None
18264,None
18265,None
18266,"Before you receive sugammadex, tell your doctor about all your medical conditions or allergies, and all the medicines you are using. Also make sure your doctor knows if you are pregnant or breast-feeding."
18267,None
18268,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
18269,None
18270,None
18271,None
18272,None
18273,None
